State,State2,SubmissionDate,NewCasesAdj,SevenDayAvgAdj
AL,Alabama,2020-01-22,0,0
AL,Alabama,2020-01-23,0,0
AL,Alabama,2020-01-24,0,0
AL,Alabama,2020-01-25,0,0
AL,Alabama,2020-01-26,0,0
AL,Alabama,2020-01-27,0,0
AL,Alabama,2020-01-28,0,0
AL,Alabama,2020-01-29,0,0
AL,Alabama,2020-01-30,0,0
AL,Alabama,2020-01-31,0,0
AL,Alabama,2020-02-01,0,0
AL,Alabama,2020-02-02,0,0
AL,Alabama,2020-02-03,0,0
AL,Alabama,2020-02-04,0,0
AL,Alabama,2020-02-05,0,0
AL,Alabama,2020-02-06,0,0
AL,Alabama,2020-02-07,0,0
AL,Alabama,2020-02-08,0,0
AL,Alabama,2020-02-09,0,0
AL,Alabama,2020-02-10,0,0
AL,Alabama,2020-02-11,0,0
AL,Alabama,2020-02-12,0,0
AL,Alabama,2020-02-13,0,0
AL,Alabama,2020-02-14,0,0
AL,Alabama,2020-02-15,0,0
AL,Alabama,2020-02-16,0,0
AL,Alabama,2020-02-17,0,0
AL,Alabama,2020-02-18,0,0
AL,Alabama,2020-02-19,0,0
AL,Alabama,2020-02-20,0,0
AL,Alabama,2020-02-21,0,0
AL,Alabama,2020-02-22,0,0
AL,Alabama,2020-02-23,0,0
AL,Alabama,2020-02-24,0,0
AL,Alabama,2020-02-25,0,0
AL,Alabama,2020-02-26,0,0
AL,Alabama,2020-02-27,0,0
AL,Alabama,2020-02-28,0,0
AL,Alabama,2020-02-29,0,0
AL,Alabama,2020-03-01,0,0
AL,Alabama,2020-03-02,0,0
AL,Alabama,2020-03-03,0,0
AL,Alabama,2020-03-04,0,0
AL,Alabama,2020-03-05,0,0
AL,Alabama,2020-03-06,0,0
AL,Alabama,2020-03-07,0,0
AL,Alabama,2020-03-08,0,0
AL,Alabama,2020-03-09,0,0
AL,Alabama,2020-03-10,0,0
AL,Alabama,2020-03-11,3,0
AL,Alabama,2020-03-12,1,0
AL,Alabama,2020-03-13,4,0
AL,Alabama,2020-03-14,7,0
AL,Alabama,2020-03-15,13,0
AL,Alabama,2020-03-16,8,0
AL,Alabama,2020-03-17,15,7.29
AL,Alabama,2020-03-18,10,8.29
AL,Alabama,2020-03-19,27,12
AL,Alabama,2020-03-20,27,15.29
AL,Alabama,2020-03-21,34,19.14
AL,Alabama,2020-03-22,31,21.71
AL,Alabama,2020-03-23,44,26.86
AL,Alabama,2020-03-24,70,34.71
AL,Alabama,2020-03-25,173,58
AL,Alabama,2020-03-26,102,68.71
AL,Alabama,2020-03-27,108,80.29
AL,Alabama,2020-03-28,117,92.14
AL,Alabama,2020-03-29,79,99
AL,Alabama,2020-03-30,121,110
AL,Alabama,2020-03-31,62,108.86
AL,Alabama,2020-04-01,112,100.14
AL,Alabama,2020-04-02,196,113.57
AL,Alabama,2020-04-03,235,131.71
AL,Alabama,2020-04-04,121,132.29
AL,Alabama,2020-04-05,177,146.29
AL,Alabama,2020-04-06,173,153.71
AL,Alabama,2020-04-07,229,177.57
AL,Alabama,2020-04-08,306,205.29
AL,Alabama,2020-04-09,340,225.86
AL,Alabama,2020-04-10,158,214.86
AL,Alabama,2020-04-11,233,230.86
AL,Alabama,2020-04-12,321,251.43
AL,Alabama,2020-04-13,202,255.57
AL,Alabama,2020-04-14,171,247.29
AL,Alabama,2020-04-15,264,241.29
AL,Alabama,2020-04-16,157,215.14
AL,Alabama,2020-04-17,92,205.71
AL,Alabama,2020-04-18,230,205.29
AL,Alabama,2020-04-19,190,186.57
AL,Alabama,2020-04-20,184,184
AL,Alabama,2020-04-21,241,194
AL,Alabama,2020-04-22,289,197.57
AL,Alabama,2020-04-23,206,204.57
AL,Alabama,2020-04-24,192,218.86
AL,Alabama,2020-04-25,182,212
AL,Alabama,2020-04-26,201,213.57
AL,Alabama,2020-04-27,146,208.14
AL,Alabama,2020-04-28,199,202.14
AL,Alabama,2020-04-29,159,183.57
AL,Alabama,2020-04-30,207,183.71
AL,Alabama,2020-05-01,254,192.57
AL,Alabama,2020-05-02,260,203.71
AL,Alabama,2020-05-03,278,214.71
AL,Alabama,2020-05-04,225,226
AL,Alabama,2020-05-05,317,242.86
AL,Alabama,2020-05-06,248,255.57
AL,Alabama,2020-05-07,344,275.14
AL,Alabama,2020-05-08,321,284.71
AL,Alabama,2020-05-09,283,288
AL,Alabama,2020-05-10,260,285.43
AL,Alabama,2020-05-11,280,293.29
AL,Alabama,2020-05-12,305,291.57
AL,Alabama,2020-05-13,256,292.71
AL,Alabama,2020-05-14,339,292
AL,Alabama,2020-05-15,332,293.57
AL,Alabama,2020-05-16,334,300.86
AL,Alabama,2020-05-17,310,308
AL,Alabama,2020-05-18,299,310.71
AL,Alabama,2020-05-19,386,322.29
AL,Alabama,2020-05-20,359,337
AL,Alabama,2020-05-21,404,346.29
AL,Alabama,2020-05-22,364,350.86
AL,Alabama,2020-05-23,374,356.57
AL,Alabama,2020-05-24,351,362.43
AL,Alabama,2020-05-25,633,410.14
AL,Alabama,2020-05-26,588,439
AL,Alabama,2020-05-27,363,439.57
AL,Alabama,2020-05-28,485,451.14
AL,Alabama,2020-05-29,513,472.43
AL,Alabama,2020-05-30,427,480
AL,Alabama,2020-05-31,513,503.14
AL,Alabama,2020-06-01,324,459
AL,Alabama,2020-06-02,209,404.86
AL,Alabama,2020-06-03,220,384.43
AL,Alabama,2020-06-04,308,359.14
AL,Alabama,2020-06-05,648,378.43
AL,Alabama,2020-06-06,444,380.86
AL,Alabama,2020-06-07,420,367.57
AL,Alabama,2020-06-08,490,391.29
AL,Alabama,2020-06-09,567,442.43
AL,Alabama,2020-06-10,824,528.71
AL,Alabama,2020-06-11,709,586
AL,Alabama,2020-06-12,1033,641
AL,Alabama,2020-06-13,959,714.57
AL,Alabama,2020-06-14,820,771.71
AL,Alabama,2020-06-15,302,744.86
AL,Alabama,2020-06-16,548,742.14
AL,Alabama,2020-06-17,904,753.57
AL,Alabama,2020-06-18,733,757
AL,Alabama,2020-06-19,547,687.57
AL,Alabama,2020-06-20,458,616
AL,Alabama,2020-06-21,438,561.43
AL,Alabama,2020-06-22,649,611
AL,Alabama,2020-06-23,1121,692.86
AL,Alabama,2020-06-24,987,704.71
AL,Alabama,2020-06-25,998,742.57
AL,Alabama,2020-06-26,1022,810.43
AL,Alabama,2020-06-27,179,770.57
AL,Alabama,2020-06-28,1419,910.71
AL,Alabama,2020-06-29,1083,972.71
AL,Alabama,2020-06-30,885,939
AL,Alabama,2020-07-01,1166,964.57
AL,Alabama,2020-07-02,1692,1063.71
AL,Alabama,2020-07-03,912,1048
AL,Alabama,2020-07-04,958,1159.29
AL,Alabama,2020-07-05,801,1071
AL,Alabama,2020-07-06,903,1045.29
AL,Alabama,2020-07-07,1398,1118.57
AL,Alabama,2020-07-08,1786,1207.14
AL,Alabama,2020-07-09,1524,1183.14
AL,Alabama,2020-07-10,1633,1286.14
AL,Alabama,2020-07-11,1465,1358.57
AL,Alabama,2020-07-12,1972,1525.86
AL,Alabama,2020-07-13,1394,1596
AL,Alabama,2020-07-14,2101,1696.43
AL,Alabama,2020-07-15,1916,1715
AL,Alabama,2020-07-16,1930,1773
AL,Alabama,2020-07-17,2020,1828.29
AL,Alabama,2020-07-18,2025,1908.29
AL,Alabama,2020-07-19,1558,1849.14
AL,Alabama,2020-07-20,1503,1864.71
AL,Alabama,2020-07-21,1356,1758.29
AL,Alabama,2020-07-22,1993,1769.29
AL,Alabama,2020-07-23,2077,1790.29
AL,Alabama,2020-07-24,2105,1802.43
AL,Alabama,2020-07-25,1388,1711.43
AL,Alabama,2020-07-26,1760,1740.29
AL,Alabama,2020-07-27,1307,1712.29
AL,Alabama,2020-07-28,1453,1726.14
AL,Alabama,2020-07-29,1946,1719.43
AL,Alabama,2020-07-30,2002,1708.71
AL,Alabama,2020-07-31,1600,1636.57
AL,Alabama,2020-08-01,2024,1727.43
AL,Alabama,2020-08-02,1153,1640.71
AL,Alabama,2020-08-03,1045,1603.29
AL,Alabama,2020-08-04,949,1531.29
AL,Alabama,2020-08-05,1865,1519.71
AL,Alabama,2020-08-06,1716,1478.86
AL,Alabama,2020-08-07,1848,1514.29
AL,Alabama,2020-08-08,938,1359.14
AL,Alabama,2020-08-09,1613,1424.86
AL,Alabama,2020-08-10,926,1407.86
AL,Alabama,2020-08-11,1070,1425.14
AL,Alabama,2020-08-12,733,1263.43
AL,Alabama,2020-08-13,751,1125.57
AL,Alabama,2020-08-14,1116,1021
AL,Alabama,2020-08-15,829,1005.43
AL,Alabama,2020-08-16,742,881
AL,Alabama,2020-08-17,1423,952
AL,Alabama,2020-08-18,1319,987.57
AL,Alabama,2020-08-19,1281,1065.86
AL,Alabama,2020-08-20,1038,1106.86
AL,Alabama,2020-08-21,1459,1155.86
AL,Alabama,2020-08-22,592,1122
AL,Alabama,2020-08-23,670,1111.71
AL,Alabama,2020-08-24,556,987.86
AL,Alabama,2020-08-25,2116,1101.71
AL,Alabama,2020-08-26,1694,1160.71
AL,Alabama,2020-08-27,1129,1173.71
AL,Alabama,2020-08-28,1831,1226.86
AL,Alabama,2020-08-29,1270,1323.71
AL,Alabama,2020-08-30,786,1340.29
AL,Alabama,2020-08-31,1540,1480.86
AL,Alabama,2020-09-01,733,1283.29
AL,Alabama,2020-09-02,1006,1185
AL,Alabama,2020-09-03,979,1163.57
AL,Alabama,2020-09-04,1144,1065.43
AL,Alabama,2020-09-05,539,961
AL,Alabama,2020-09-06,771,958.86
AL,Alabama,2020-09-07,523,813.57
AL,Alabama,2020-09-08,781,820.43
AL,Alabama,2020-09-09,1051,826.86
AL,Alabama,2020-09-10,1073,840.29
AL,Alabama,2020-09-11,954,813.14
AL,Alabama,2020-09-12,1043,885.14
AL,Alabama,2020-09-13,687,873.14
AL,Alabama,2020-09-14,750,905.57
AL,Alabama,2020-09-15,1040,942.57
AL,Alabama,2020-09-16,774,903
AL,Alabama,2020-09-17,1046,899.14
AL,Alabama,2020-09-18,1336,953.71
AL,Alabama,2020-09-19,807,920
AL,Alabama,2020-09-20,744,928.14
AL,Alabama,2020-09-21,865,944.57
AL,Alabama,2020-09-22,648,888.57
AL,Alabama,2020-09-23,1035,925.86
AL,Alabama,2020-09-24,2187,1088.86
AL,Alabama,2020-09-25,951,1033.86
AL,Alabama,2020-09-26,714,1020.57
AL,Alabama,2020-09-27,634,1004.86
AL,Alabama,2020-09-28,738,986.71
AL,Alabama,2020-09-29,1223,1068.86
AL,Alabama,2020-09-30,1167,1087.71
AL,Alabama,2020-10-01,940,909.57
AL,Alabama,2020-10-02,1654,1010
AL,Alabama,2020-10-03,773,1018.43
AL,Alabama,2020-10-04,527,1003.14
AL,Alabama,2020-10-05,730,1002
AL,Alabama,2020-10-06,992,969
AL,Alabama,2020-10-07,583,885.57
AL,Alabama,2020-10-08,1563,974.57
AL,Alabama,2020-10-09,1181,907
AL,Alabama,2020-10-10,800,910.86
AL,Alabama,2020-10-11,710,937
AL,Alabama,2020-10-12,1085,987.71
AL,Alabama,2020-10-13,866,969.71
AL,Alabama,2020-10-14,1206,1058.71
AL,Alabama,2020-10-15,1211,1008.43
AL,Alabama,2020-10-16,1296,1024.86
AL,Alabama,2020-10-17,969,1049
AL,Alabama,2020-10-18,846,1068.43
AL,Alabama,2020-10-19,1058,1064.57
AL,Alabama,2020-10-20,1114,1100
AL,Alabama,2020-10-21,1372,1123.71
AL,Alabama,2020-10-22,3723,1482.57
AL,Alabama,2020-10-23,2079,1594.43
AL,Alabama,2020-10-24,1243,1633.57
AL,Alabama,2020-10-25,881,1638.57
AL,Alabama,2020-10-26,1198,1658.57
AL,Alabama,2020-10-27,1309,1686.43
AL,Alabama,2020-10-28,1483,1702.29
AL,Alabama,2020-10-29,1311,1357.71
AL,Alabama,2020-10-30,1774,1314.14
AL,Alabama,2020-10-31,1609,1366.43
AL,Alabama,2020-11-01,822,1358
AL,Alabama,2020-11-02,1206,1359.14
AL,Alabama,2020-11-03,1773,1425.43
AL,Alabama,2020-11-04,1396,1413
AL,Alabama,2020-11-05,1567,1449.57
AL,Alabama,2020-11-06,1565,1419.71
AL,Alabama,2020-11-07,1377,1386.57
AL,Alabama,2020-11-08,1141,1432.14
AL,Alabama,2020-11-09,1794,1516.14
AL,Alabama,2020-11-10,2092,1561.71
AL,Alabama,2020-11-11,1960,1642.29
AL,Alabama,2020-11-12,2921,1835.71
AL,Alabama,2020-11-13,2243,1932.57
AL,Alabama,2020-11-14,1673,1974.86
AL,Alabama,2020-11-15,1589,2038.86
AL,Alabama,2020-11-16,1563,2005.86
AL,Alabama,2020-11-17,2667,2088
AL,Alabama,2020-11-18,2364,2145.71
AL,Alabama,2020-11-19,2518,2088.14
AL,Alabama,2020-11-20,2336,2101.43
AL,Alabama,2020-11-21,1582,2088.43
AL,Alabama,2020-11-22,1599,2089.86
AL,Alabama,2020-11-23,2757,2260.43
AL,Alabama,2020-11-24,2489,2235
AL,Alabama,2020-11-25,2719,2285.71
AL,Alabama,2020-11-26,874,2050.86
AL,Alabama,2020-11-27,2029,2007
AL,Alabama,2020-11-28,2168,2090.71
AL,Alabama,2020-11-29,2138,2167.71
AL,Alabama,2020-11-30,3446,2266.14
AL,Alabama,2020-12-01,3848,2460.29
AL,Alabama,2020-12-02,3535,2576.86
AL,Alabama,2020-12-03,3789,2993.29
AL,Alabama,2020-12-04,3328,3178.86
AL,Alabama,2020-12-05,2141,3175
AL,Alabama,2020-12-06,2265,3193.14
AL,Alabama,2020-12-07,4490,3342.29
AL,Alabama,2020-12-08,3516,3294.86
AL,Alabama,2020-12-09,4675,3457.71
AL,Alabama,2020-12-10,3935,3478.57
AL,Alabama,2020-12-11,4074,3585.14
AL,Alabama,2020-12-12,2664,3659.86
AL,Alabama,2020-12-13,2212,3652.29
AL,Alabama,2020-12-14,3833,3558.43
AL,Alabama,2020-12-15,4028,3631.57
AL,Alabama,2020-12-16,4171,3559.57
AL,Alabama,2020-12-17,5274,3750.86
AL,Alabama,2020-12-18,4131,3759
AL,Alabama,2020-12-19,2471,3731.43
AL,Alabama,2020-12-20,2531,3777
AL,Alabama,2020-12-21,4918,3932
AL,Alabama,2020-12-22,4588,4012
AL,Alabama,2020-12-23,3974,3983.86
AL,Alabama,2020-12-24,3536,3735.57
AL,Alabama,2020-12-25,1063,3297.29
AL,Alabama,2020-12-26,2322,3276
AL,Alabama,2020-12-27,2256,3236.71
AL,Alabama,2020-12-28,3972,3101.57
AL,Alabama,2020-12-29,4878,3143
AL,Alabama,2020-12-30,4577,3229.14
AL,Alabama,2020-12-31,4780,3406.86
AL,Alabama,2021-01-01,3621,3772.29
AL,Alabama,2021-01-02,2499,3797.57
AL,Alabama,2021-01-03,2102,3775.57
AL,Alabama,2021-01-04,5522,3997
AL,Alabama,2021-01-05,4649,3964.29
AL,Alabama,2021-01-06,5107,4040
AL,Alabama,2021-01-07,5052,4078.86
AL,Alabama,2021-01-08,5107,4291.14
AL,Alabama,2021-01-09,2824,4337.57
AL,Alabama,2021-01-10,2055,4330.86
AL,Alabama,2021-01-11,4005,4114.14
AL,Alabama,2021-01-12,3843,3999
AL,Alabama,2021-01-13,3844,3818.57
AL,Alabama,2021-01-14,3210,3555.43
AL,Alabama,2021-01-15,3181,3280.29
AL,Alabama,2021-01-16,1902,3148.57
AL,Alabama,2021-01-17,1489,3067.71
AL,Alabama,2021-01-18,2434,2843.29
AL,Alabama,2021-01-19,3256,2759.43
AL,Alabama,2021-01-20,2889,2623
AL,Alabama,2021-01-21,3546,2671
AL,Alabama,2021-01-22,3254,2681.43
AL,Alabama,2021-01-23,1776,2663.43
AL,Alabama,2021-01-24,1821,2710.86
AL,Alabama,2021-01-25,2933,2782.14
AL,Alabama,2021-01-26,3105,2760.57
AL,Alabama,2021-01-27,3548,2854.71
AL,Alabama,2021-01-28,2868,2757.86
AL,Alabama,2021-01-29,2220,2610.14
AL,Alabama,2021-01-30,1839,2619.14
AL,Alabama,2021-01-31,1177,2527.14
AL,Alabama,2021-02-01,2203,2422.86
AL,Alabama,2021-02-02,2247,2300.29
AL,Alabama,2021-02-03,2731,2183.57
AL,Alabama,2021-02-04,1609,2003.71
AL,Alabama,2021-02-05,1990,1970.86
AL,Alabama,2021-02-06,1002,1851.29
AL,Alabama,2021-02-07,1058,1834.29
AL,Alabama,2021-02-08,1487,1732
AL,Alabama,2021-02-09,1519,1628
AL,Alabama,2021-02-10,1574,1462.71
AL,Alabama,2021-02-11,1252,1411.71
AL,Alabama,2021-02-12,1194,1298
AL,Alabama,2021-02-13,1045,1304.14
AL,Alabama,2021-02-14,650,1245.86
AL,Alabama,2021-02-15,871,1157.86
AL,Alabama,2021-02-16,954,1077.14
AL,Alabama,2021-02-17,1025,998.71
AL,Alabama,2021-02-18,810,935.57
AL,Alabama,2021-02-19,782,876.71
AL,Alabama,2021-02-20,754,835.14
AL,Alabama,2021-02-21,665,837.29
AL,Alabama,2021-02-22,1348,905.43
AL,Alabama,2021-02-23,1360,963.43
AL,Alabama,2021-02-24,969,955.43
AL,Alabama,2021-02-25,759,948.14
AL,Alabama,2021-02-26,899,964.86
AL,Alabama,2021-02-27,466,923.71
AL,Alabama,2021-02-28,546,906.71
AL,Alabama,2021-03-01,722,817.29
AL,Alabama,2021-03-02,2667,1004
AL,Alabama,2021-03-03,1055,1016.29
AL,Alabama,2021-03-04,845,1028.57
AL,Alabama,2021-03-05,603,986.29
AL,Alabama,2021-03-06,393,975.86
AL,Alabama,2021-03-07,253,934
AL,Alabama,2021-03-08,554,910
AL,Alabama,2021-03-09,811,644.86
AL,Alabama,2021-03-10,880,619.86
AL,Alabama,2021-03-11,550,577.71
AL,Alabama,2021-03-12,616,579.57
AL,Alabama,2021-03-13,363,575.29
AL,Alabama,2021-03-14,4231,1143.57
AL,Alabama,2021-03-15,474,1132.14
AL,Alabama,2021-03-16,722,1119.43
AL,Alabama,2021-03-17,563,1074.14
AL,Alabama,2021-03-18,516,1069.29
AL,Alabama,2021-03-19,534,1057.57
AL,Alabama,2021-03-20,365,1057.86
AL,Alabama,2021-03-21,298,496
AL,Alabama,2021-03-22,187,455
AL,Alabama,2021-03-23,898,480.14
AL,Alabama,2021-03-24,509,472.43
AL,Alabama,2021-03-25,455,463.71
AL,Alabama,2021-03-26,487,457
AL,Alabama,2021-03-27,315,449.86
AL,Alabama,2021-03-28,210,437.29
AL,Alabama,2021-03-29,375,464.14
AL,Alabama,2021-03-30,455,400.86
AL,Alabama,2021-03-31,455,393.14
AL,Alabama,2021-04-01,438,390.71
AL,Alabama,2021-04-02,352,371.43
AL,Alabama,2021-04-03,182,352.43
AL,Alabama,2021-04-04,118,339.29
AL,Alabama,2021-04-05,264,323.43
AL,Alabama,2021-04-06,416,317.86
AL,Alabama,2021-04-07,426,313.71
AL,Alabama,2021-04-08,340,299.71
AL,Alabama,2021-04-09,358,300.57
AL,Alabama,2021-04-10,296,316.86
AL,Alabama,2021-04-11,168,324
AL,Alabama,2021-04-12,1460,494.86
AL,Alabama,2021-04-13,468,502.29
AL,Alabama,2021-04-14,410,500
AL,Alabama,2021-04-15,412,510.29
AL,Alabama,2021-04-16,506,531.43
AL,Alabama,2021-04-17,258,526
AL,Alabama,2021-04-18,103,516.71
AL,Alabama,2021-04-19,1443,514.29
AL,Alabama,2021-04-20,472,514.86
AL,Alabama,2021-04-21,656,550
AL,Alabama,2021-04-22,416,550.57
AL,Alabama,2021-04-23,411,537
AL,Alabama,2021-04-24,243,534.86
AL,Alabama,2021-04-25,251,556
AL,Alabama,2021-04-26,294,391.86
AL,Alabama,2021-04-27,424,385
AL,Alabama,2021-04-28,438,353.86
AL,Alabama,2021-04-29,406,352.43
AL,Alabama,2021-04-30,368,346.29
AL,Alabama,2021-05-01,238,345.57
AL,Alabama,2021-05-02,168,333.71
AL,Alabama,2021-05-03,354,342.29
AL,Alabama,2021-05-04,377,335.57
AL,Alabama,2021-05-05,585,356.57
AL,Alabama,2021-05-06,334,346.29
AL,Alabama,2021-05-07,425,354.43
AL,Alabama,2021-05-08,243,355.14
AL,Alabama,2021-05-09,117,347.86
AL,Alabama,2021-05-10,309,341.43
AL,Alabama,2021-05-11,370,340.43
AL,Alabama,2021-05-12,1140,419.71
AL,Alabama,2021-05-13,5333,1133.86
AL,Alabama,2021-05-14,1453,1280.71
AL,Alabama,2021-05-15,252,1282
AL,Alabama,2021-05-16,178,1290.71
AL,Alabama,2021-05-17,372,1299.71
AL,Alabama,2021-05-18,335,1294.71
AL,Alabama,2021-05-19,330,1179
AL,Alabama,2021-05-20,457,482.43
AL,Alabama,2021-05-21,251,310.71
AL,Alabama,2021-05-22,190,301.86
AL,Alabama,2021-05-23,131,295.14
AL,Alabama,2021-05-24,321,287.86
AL,Alabama,2021-05-25,280,280
AL,Alabama,2021-05-26,347,282.43
AL,Alabama,2021-05-27,233,250.43
AL,Alabama,2021-05-28,229,247.29
AL,Alabama,2021-05-29,130,238.71
AL,Alabama,2021-05-30,106,235.14
AL,Alabama,2021-05-31,101,203.71
AL,Alabama,2021-06-01,209,193.57
AL,Alabama,2021-06-02,243,178.71
AL,Alabama,2021-06-03,283,185.86
AL,Alabama,2021-06-04,230,186
AL,Alabama,2021-06-05,100,181.71
AL,Alabama,2021-06-06,74,177.14
AL,Alabama,2021-06-07,200,191.29
AL,Alabama,2021-06-08,165,185
AL,Alabama,2021-06-09,216,181.14
AL,Alabama,2021-06-10,139,160.57
AL,Alabama,2021-06-11,254,164
AL,Alabama,2021-06-12,131,168.43
AL,Alabama,2021-06-13,119,174.86
AL,Alabama,2021-06-14,161,169.29
AL,Alabama,2021-06-15,171,170.14
AL,Alabama,2021-06-16,153,161.14
AL,Alabama,2021-06-17,186,167.86
AL,Alabama,2021-06-18,147,152.57
AL,Alabama,2021-06-19,112,149.86
AL,Alabama,2021-06-20,87,145.29
AL,Alabama,2021-06-21,177,147.57
AL,Alabama,2021-06-22,238,157.14
AL,Alabama,2021-06-23,218,166.43
AL,Alabama,2021-06-24,248,175.29
AL,Alabama,2021-06-25,177,179.57
AL,Alabama,2021-06-26,176,188.71
AL,Alabama,2021-06-27,154,198.29
AL,Alabama,2021-06-28,199,201.43
AL,Alabama,2021-06-29,330,214.57
AL,Alabama,2021-06-30,282,223.71
AL,Alabama,2021-07-01,304,231.71
AL,Alabama,2021-07-02,249,242
AL,Alabama,2021-07-03,165,240.43
AL,Alabama,2021-07-04,124,236.14
AL,Alabama,2021-07-05,185,234.14
AL,Alabama,2021-07-06,541,264.29
AL,Alabama,2021-07-07,538,300.86
AL,Alabama,2021-07-08,571,339
AL,Alabama,2021-07-09,446,367.14
AL,Alabama,2021-07-10,306,387.29
AL,Alabama,2021-07-11,288,410.71
AL,Alabama,2021-07-12,704,484.86
AL,Alabama,2021-07-13,667,502.86
AL,Alabama,2021-07-14,951,561.86
AL,Alabama,2021-07-15,968,618.57
AL,Alabama,2021-07-16,861,677.86
AL,Alabama,2021-07-17,702,734.43
AL,Alabama,2021-07-18,636,784.14
AL,Alabama,2021-07-19,1387,881.71
AL,Alabama,2021-07-20,1551,1008
AL,Alabama,2021-07-21,1511,1088
AL,Alabama,2021-07-22,1767,1202.14
AL,Alabama,2021-07-23,1865,1345.57
AL,Alabama,2021-07-24,1495,1458.86
AL,Alabama,2021-07-25,1399,1567.86
AL,Alabama,2021-07-26,2692,1754.29
AL,Alabama,2021-07-27,2671,1914.29
AL,Alabama,2021-07-28,2723,2087.43
AL,Alabama,2021-07-29,2777,2231.71
AL,Alabama,2021-07-30,2593,2335.71
AL,Alabama,2021-07-31,1752,2372.43
AL,Alabama,2021-08-01,1700,2415.43
AL,Alabama,2021-08-02,3267,2497.57
AL,Alabama,2021-08-03,3412,2603.43
AL,Alabama,2021-08-04,3791,2756
AL,Alabama,2021-08-05,3604,2874.14
AL,Alabama,2021-08-06,3879,3057.86
AL,Alabama,2021-08-07,310,2851.86
AL,Alabama,2021-08-08,4522,3255
AL,Alabama,2021-08-09,3795,3330.43
AL,Alabama,2021-08-10,3906,3401
AL,Alabama,2021-08-11,4175,3455.86
AL,Alabama,2021-08-12,3924,3501.57
AL,Alabama,2021-08-13,3594,3460.86
AL,Alabama,2021-08-14,3257,3881.86
AL,Alabama,2021-08-15,2354,3572.14
AL,Alabama,2021-08-16,4017,3603.86
AL,Alabama,2021-08-17,4612,3704.71
AL,Alabama,2021-08-18,3794,3650.29
AL,Alabama,2021-08-19,4448,3725.14
AL,Alabama,2021-08-20,5464,3992.29
AL,Alabama,2021-08-21,3247,3990.86
AL,Alabama,2021-08-22,2540,4017.43
AL,Alabama,2021-08-23,3484,3941.29
AL,Alabama,2021-08-24,3668,3806.43
AL,Alabama,2021-08-25,4059,3844.29
AL,Alabama,2021-08-26,4975,3919.57
AL,Alabama,2021-08-27,6105,4011.14
AL,Alabama,2021-08-28,3311,4020.29
AL,Alabama,2021-08-29,3075,4096.71
AL,Alabama,2021-08-30,5166,4337
AL,Alabama,2021-08-31,4799,4498.57
AL,Alabama,2021-09-01,5210,4663
AL,Alabama,2021-09-02,5186,4693.14
AL,Alabama,2021-09-03,4448,4456.43
AL,Alabama,2021-09-04,2852,4390.86
AL,Alabama,2021-09-05,2488,4307
AL,Alabama,2021-09-06,2569,3936
AL,Alabama,2021-09-07,4822,3939.29
AL,Alabama,2021-09-08,4414,3825.57
AL,Alabama,2021-09-09,5022,3802.14
AL,Alabama,2021-09-10,4422,3798.43
AL,Alabama,2021-09-11,1845,3654.57
AL,Alabama,2021-09-12,2516,3658.57
AL,Alabama,2021-09-13,3904,3849.29
AL,Alabama,2021-09-14,3667,3684.29
AL,Alabama,2021-09-15,3935,3615.86
AL,Alabama,2021-09-16,3065,3336.29
AL,Alabama,2021-09-17,3368,3185.71
AL,Alabama,2021-09-18,1972,3203.86
AL,Alabama,2021-09-19,1832,3106.14
AL,Alabama,2021-09-20,3246,3012.14
AL,Alabama,2021-09-21,3033,2921.57
AL,Alabama,2021-09-22,3286,2828.86
AL,Alabama,2021-09-23,2581,2759.71
AL,Alabama,2021-09-24,2933,2697.57
AL,Alabama,2021-09-25,1541,2636
AL,Alabama,2021-09-26,1426,2578
AL,Alabama,2021-09-27,2007,2401
AL,Alabama,2021-09-28,2122,2270.86
AL,Alabama,2021-09-29,1694,2043.43
AL,Alabama,2021-09-30,1896,1945.57
AL,Alabama,2021-10-01,1422,1729.71
AL,Alabama,2021-10-02,878,1635
AL,Alabama,2021-10-03,707,1532.29
AL,Alabama,2021-10-04,1539,1465.43
AL,Alabama,2021-10-05,1318,1350.57
AL,Alabama,2021-10-06,1304,1294.86
AL,Alabama,2021-10-07,1102,1181.43
AL,Alabama,2021-10-08,1010,1122.57
AL,Alabama,2021-10-09,641,1088.71
AL,Alabama,2021-10-10,460,1053.43
AL,Alabama,2021-10-11,897,961.71
AL,Alabama,2021-10-12,1116,932.86
AL,Alabama,2021-10-13,1143,909.86
AL,Alabama,2021-10-14,1141,915.43
AL,Alabama,2021-10-15,904,900.29
AL,Alabama,2021-10-16,522,883.29
AL,Alabama,2021-10-17,336,865.57
AL,Alabama,2021-10-18,1043,886.43
AL,Alabama,2021-10-19,725,830.57
AL,Alabama,2021-10-20,1062,819
AL,Alabama,2021-10-21,1613,886.43
AL,Alabama,2021-10-22,984,897.86
AL,Alabama,2021-10-23,400,880.43
AL,Alabama,2021-10-24,295,874.57
AL,Alabama,2021-10-25,991,867.14
AL,Alabama,2021-10-26,7287,1804.57
AL,Alabama,2021-10-27,2087,1951
AL,Alabama,2021-10-28,622,1809.43
AL,Alabama,2021-10-29,558,1748.57
AL,Alabama,2021-10-30,355,1742.14
AL,Alabama,2021-10-31,229,1732.71
AL,Alabama,2021-11-01,936,1724.86
AL,Alabama,2021-11-02,621,772.57
